,INST,EN_TIME,EN_ID,EN_TT,EN_Q,EN_PRICE,EN_CODE,EN_VAR,EX_TIME,EX_ID,EX_TT,EX_Q,EX_PRICE,EX_CODE,EX_VAR,P&L,ROI,P&L %,ROI %,Equity Curve,Drawdown %
3446,NSE_FO:BANKNIFTY15DEC2244000PE [LOCAL],14-12-2022 09:17,8eccc2a93db6468a99f66acf69c137a6,SELL,15,152.25,INTRADAY,MARKET,14-12-2022 15:10,535740ecfb064fdfadf138d5b34a9855,BUY,15,122.4,INTRADAY,MARKET,447.75,311590.5,19.61,8.61,811590.5,0.0
3447,NSE_FO:BANKNIFTY15DEC2244000CE [LOCAL],14-12-2022 09:17,e32e1aaf429f48308c0d0b0eb9c716a1,SELL,15,195.15,INTRADAY,MARKET,14-12-2022 15:10,6a9a39039d004c6e9e74c9d27b281a9e,BUY,15,181.9,INTRADAY,MARKET,198.75,311789.25,6.79,9.01,811789.25,0.0
3448,NSE_FO:BANKNIFTY15DEC2244000CE [LOCAL],15-12-2022 09:17,e4b8665b7472405c8eef0a3570469aac,SELL,15,111.15,INTRADAY,MARKET,15-12-2022 09:21,844ecba38f50445e94deab57dbf2b745,BUY,15,137.55,INTRADAY,MARKET,-396.0,311393.25,-23.75,8.22,811393.25,-0.05
3449,NSE_FO:BANKNIFTY15DEC2244000PE [LOCAL],15-12-2022 09:17,55f1b8080b104efc8aaf13db036cba43,SELL,15,88.25,INTRADAY,MARKET,15-12-2022 12:32,f4d8265c31d2430e8950e6fed14ddc91,BUY,15,145.75,INTRADAY,MARKET,-862.5,310530.75,-65.16,6.49,810530.75,-0.16
3450,NSE_FO:BANKNIFTY15DEC2243900PE [LOCAL],15-12-2022 12:32,da638157ff674b3489bcc9afdc67d036,SELL,15,77.85,INTRADAY,MARKET,15-12-2022 12:55,f0fdbefcefca42c0a8bac878f8ef8442,BUY,15,93.45,INTRADAY,MARKET,-234.0,310296.75,-20.04,6.02,810296.75,-0.18
3451,NSE_FO:BANKNIFTY15DEC2244100CE [LOCAL],15-12-2022 09:21,5737766086574c4094346217f86e1bd2,SELL,15,82.65,INTRADAY,MARKET,15-12-2022 14:30,b666a188573f4a4e987e6a025bead7b1,BUY,15,3.75,INTRADAY,MARKET,1183.5,311480.25,95.46,8.39,811480.25,-0.04
3452,NSE_FO:BANKNIFTY15DEC2243800PE [LOCAL],15-12-2022 12:55,0b2b066f14b14a6493c3f68426417972,SELL,15,46.45,INTRADAY,MARKET,15-12-2022 14:32,7ba6206e700f4197bbbe41e49cef671d,BUY,15,66.3,INTRADAY,MARKET,-297.75,311182.5,-42.73,7.79,811182.5,-0.07
3453,NSE_FO:BANKNIFTY15DEC2243900CE [LOCAL],15-12-2022 11:31,02ac786bc7e042b48faf0ece90b4a73b,SELL,15,117.85,INTRADAY,MARKET,15-12-2022 14:39,11afbf99b2e2473f8bfc7a28b51e03a7,BUY,15,4.5,INTRADAY,MARKET,1700.25,312882.75,96.18,11.19,812882.75,0.0
3454,NSE_FO:BANKNIFTY15DEC2243700CE [LOCAL],15-12-2022 14:39,a693b5e44ad94553b57a3355faf9bc41,SELL,15,53.8,INTRADAY,MARKET,15-12-2022 14:40,b958617679d04e15967554d9c7d97ed2,BUY,15,58.7,INTRADAY,MARKET,-73.5,312809.25,-9.11,11.05,812809.25,-0.01
3455,NSE_FO:BANKNIFTY15DEC2243700PE [LOCAL],15-12-2022 14:32,83f61b60db4f42e39ad45600078070c1,SELL,15,22.4,INTRADAY,MARKET,15-12-2022 14:44,557a44fc879f4c82940e81db42bb4cc0,BUY,15,59.05,INTRADAY,MARKET,-549.75,312259.5,-163.62,9.95,812259.5,-0.08
3456,NSE_FO:BANKNIFTY15DEC2243800CE [LOCAL],15-12-2022 14:30,53cb4ab80a164c1dbc336e414543ec78,SELL,15,35.55,INTRADAY,MARKET,15-12-2022 14:45,1eefe16b243044d5b10986d13c148cbb,BUY,15,6.15,INTRADAY,MARKET,441.0,312700.5,82.7,10.83,812700.5,-0.02
3457,NSE_FO:BANKNIFTY15DEC2243600CE [LOCAL],15-12-2022 14:45,762e6fe7cc1e4f64a14fee8bcd125099,SELL,15,58.35,INTRADAY,MARKET,15-12-2022 14:46,4777a1b6110a431da979d0badae2ce49,BUY,15,74.95,INTRADAY,MARKET,-249.0,312451.5,-28.45,10.33,812451.5,-0.05
3458,NSE_FO:BANKNIFTY15DEC2243600PE [LOCAL],15-12-2022 14:44,65ad05b543e64d51a90a7b052da174f9,SELL,15,18.4,INTRADAY,MARKET,15-12-2022 14:54,7187536f12f94c2da3a6d2ed756b0230,BUY,15,59.35,INTRADAY,MARKET,-614.25,311837.25,-222.55,9.1,811837.25,-0.13
3459,NSE_FO:BANKNIFTY15DEC2243500PE [LOCAL],15-12-2022 14:54,c0b3fbecf3ed44a6b706998b270427a5,SELL,15,19.25,INTRADAY,MARKET,15-12-2022 15:10,6aa4ddaa226342e6b391f30b306a48d7,BUY,15,1.0,INTRADAY,MARKET,273.75,312111.0,94.81,9.65,812111.0,-0.09
3460,NSE_FO:BANKNIFTY15DEC2243600CE [LOCAL],15-12-2022 14:52,a65b47e8c729482397cd9834ba06a3d0,SELL,15,49.4,INTRADAY,MARKET,15-12-2022 15:10,3b3d31d35eda4ec594edd0e8b64afdf8,BUY,15,11.4,INTRADAY,MARKET,570.0,312681.0,76.92,10.79,812681.0,-0.02
3461,NSE_FO:BANKNIFTY15DEC2243700CE [LOCAL],15-12-2022 14:42,9d1480f5ac704bdab3c4741e4efc87d4,SELL,15,42.8,INTRADAY,MARKET,15-12-2022 15:10,1693890d75394d2aae3017fbcf045886,BUY,15,0.7,INTRADAY,MARKET,631.5,313312.5,98.36,12.05,813312.5,0.0
3462,NSE_FO:BANKNIFTY22DEC2243300CE [LOCAL],16-12-2022 09:17,d6a089f429584797b04882f54630a5aa,SELL,15,300.5,INTRADAY,MARKET,16-12-2022 09:28,60f99699ffdf4fda88cd1c82534a82a8,BUY,15,403.35,INTRADAY,MARKET,-1542.75,311769.75,-34.23,8.97,811769.75,-0.19
3463,NSE_FO:BANKNIFTY22DEC2243300PE [LOCAL],16-12-2022 09:17,ece1b27b9da64fff9e89856602c830b1,SELL,15,275.7,INTRADAY,MARKET,16-12-2022 15:10,dd2a8b5f3de5490aa4704bdb64d38a12,BUY,15,314.75,INTRADAY,MARKET,-585.75,311184.0,-14.16,7.8,811184.0,-0.26
3464,NSE_FO:BANKNIFTY22DEC2243300CE [LOCAL],16-12-2022 10:05,f08c5c6acf4543569c2a72d63b43aa1d,SELL,15,277.15,INTRADAY,MARKET,16-12-2022 15:10,fcfd0ca26c8d4f0a9e25889325af022f,BUY,15,212.6,INTRADAY,MARKET,968.25,312152.25,23.29,9.73,812152.25,-0.14
3465,NSE_FO:BANKNIFTY22DEC2243700CE [LOCAL],16-12-2022 09:28,0e13730b080d4d7bb0efea76f992cf83,SELL,15,189.45,INTRADAY,MARKET,16-12-2022 15:10,c50f3e8eb46c4407bec63c28680c941a,BUY,15,86.15,INTRADAY,MARKET,1549.5,313701.75,54.53,12.83,813701.75,0.0
3466,NSE_FO:BANKNIFTY22DEC2243300CE [LOCAL],19-12-2022 09:17,945e6e05533645c99c67026ed07505ba,SELL,15,254.4,INTRADAY,MARKET,19-12-2022 15:02,d68065fc11134ac3951c5057fc80dcd0,BUY,15,304.05,INTRADAY,MARKET,-744.75,312957.0,-19.52,11.34,812957.0,-0.09
3467,NSE_FO:BANKNIFTY22DEC2243300PE [LOCAL],19-12-2022 09:17,a366dc594afd4bc791ef91f514baac3b,SELL,15,236.0,INTRADAY,MARKET,19-12-2022 15:10,9d8ab1668710406c8683d1ea826035dc,BUY,15,147.05,INTRADAY,MARKET,1334.25,314291.25,37.69,14.01,814291.25,0.0
3468,NSE_FO:BANKNIFTY22DEC2243600CE [LOCAL],19-12-2022 15:02,ea94708b7d624530afb7f01db43dbaa6,SELL,15,149.4,INTRADAY,MARKET,19-12-2022 15:10,2ec34122b53f45ec9ba8249b3f39b481,BUY,15,145.6,INTRADAY,MARKET,57.0,314348.25,2.54,14.13,814348.25,0.0
3469,NSE_FO:BANKNIFTY22DEC2243300PE [LOCAL],20-12-2022 09:17,fa2092e616e34e229327e3f9065c8cf5,SELL,15,210.75,INTRADAY,MARKET,20-12-2022 10:00,9edd6af3d7fc4f06ab9ef091f5f0d0b9,BUY,15,305.05,INTRADAY,MARKET,-1414.5,312933.75,-44.74,11.3,812933.75,-0.17
3470,NSE_FO:BANKNIFTY22DEC2243500PE [LOCAL],20-12-2022 15:10,d02e107922ce45849d661d1ff07d95a1,SELL,15,237.55,INTRADAY,MARKET,20-12-2022 15:10,7c20ba5b65c44e3fa155f3657a45111c,BUY,15,237.55,INTRADAY,MARKET,0.0,312933.75,0.0,11.3,812933.75,-0.17
3471,NSE_FO:BANKNIFTY22DEC2243300CE [LOCAL],20-12-2022 09:17,6319c80dae4c4265ae98ec5d4e70cdb9,SELL,15,203.8,INTRADAY,MARKET,20-12-2022 15:10,b45c2bfe647a4821b3c565cad2f94527,BUY,15,210.75,INTRADAY,MARKET,-104.25,312829.5,-3.41,11.09,812829.5,-0.19
3472,NSE_FO:BANKNIFTY22DEC2242900PE [LOCAL],20-12-2022 10:00,578a29d83e794c8abadc2802b2e2a50f,SELL,15,127.85,INTRADAY,MARKET,20-12-2022 15:10,e5793f2dd7754666a163f7e78a8244bf,BUY,15,35.8,INTRADAY,MARKET,1380.75,314210.25,72.0,13.85,814210.25,-0.02
3473,NSE_FO:BANKNIFTY22DEC2243600PE [LOCAL],21-12-2022 09:17,d0e446f1d5cd45f791bf4eea8abff9c3,SELL,15,157.3,INTRADAY,MARKET,21-12-2022 09:56,c29740abfbeb4bceb31f726c28954eec,BUY,15,211.95,INTRADAY,MARKET,-819.75,313390.5,-34.74,12.21,813390.5,-0.12
3474,NSE_FO:BANKNIFTY22DEC2243400PE [LOCAL],21-12-2022 09:56,a3b9e18d37fc4f1fb52dfea78794885e,SELL,15,118.1,INTRADAY,MARKET,21-12-2022 12:16,e51389db69504f4fb06c4da7e499ae8b,BUY,15,288.95,INTRADAY,MARKET,-2562.75,310827.75,-144.67,7.08,810827.75,-0.43
3475,NSE_FO:BANKNIFTY22DEC2243000PE [LOCAL],21-12-2022 12:16,98239adabcac4842b5b885bc4a7bf575,SELL,15,105.55,INTRADAY,MARKET,21-12-2022 12:17,89372a8b77eb40c2ad1854d03a8c58f6,BUY,15,117.7,INTRADAY,MARKET,-182.25,310645.5,-11.51,6.72,810645.5,-0.45
3476,NSE_FO:BANKNIFTY22DEC2243400CE [LOCAL],21-12-2022 10:21,9fa2dff28816415c9241f87e449f6490,SELL,15,168.1,INTRADAY,MARKET,21-12-2022 12:17,18a7bc2a4a66479db4e2710701ba3a87,BUY,15,104.9,INTRADAY,MARKET,948.0,311593.5,37.6,8.62,811593.5,-0.34
3477,NSE_FO:BANKNIFTY22DEC2243600CE [LOCAL],21-12-2022 09:17,5e96959466cd4d098e07e51d09dedd53,SELL,15,134.05,INTRADAY,MARKET,21-12-2022 12:17,114570740843446186a36ab4c8db16e1,BUY,15,56.1,INTRADAY,MARKET,1169.25,312762.75,58.15,10.95,812762.75,-0.19
3478,NSE_FO:BANKNIFTY22DEC2243200PE [LOCAL],21-12-2022 12:17,c4062d812711470a8fad5df34b39355d,SELL,15,197.15,INTRADAY,MARKET,21-12-2022 13:22,4951912334184a43abc2bacab48b48d9,BUY,15,276.5,INTRADAY,MARKET,-1190.25,311572.5,-40.25,8.57,811572.5,-0.34
3479,NSE_FO:BANKNIFTY22DEC2242900PE [LOCAL],21-12-2022 13:22,a67051c57e8f4578835e5d9d9a547af6,SELL,15,127.5,INTRADAY,MARKET,21-12-2022 13:53,27ef587aeac34f8b903263a36804b1d3,BUY,15,253.4,INTRADAY,MARKET,-1888.5,309684.0,-98.75,4.8,809684.0,-0.57
3480,NSE_FO:BANKNIFTY22DEC2242800CE [LOCAL],21-12-2022 13:53,e43af249c8b04b78b6f09a7c5787e444,SELL,15,251.0,INTRADAY,MARKET,21-12-2022 13:53,1f43acfc121f4c369631b6c08e2b6cd9,BUY,15,251.0,INTRADAY,MARKET,0.0,309684.0,0.0,4.8,809684.0,-0.57
3481,NSE_FO:BANKNIFTY22DEC2243200CE [LOCAL],21-12-2022 12:17,660c930607f94cad874fcf6a9de3e600,SELL,15,186.35,INTRADAY,MARKET,21-12-2022 13:53,f9dd4427ecfa42a79ee12705f05cc1e3,BUY,15,101.8,INTRADAY,MARKET,1268.25,310952.25,45.37,7.33,810952.25,-0.42
3482,NSE_FO:BANKNIFTY22DEC2242800PE [LOCAL],21-12-2022 13:53,8f8c329779dd45108dae3fe4fc0a0e5a,SELL,15,207.25,INTRADAY,MARKET,21-12-2022 13:59,b0bb0e0cd6564980989652d925cccc77,BUY,15,440.25,INTRADAY,MARKET,-3495.0,307457.25,-112.42,0.34,807457.25,-0.85
3483,NSE_FO:BANKNIFTY22DEC2242800CE [LOCAL],21-12-2022 13:53,cc90ce531b33443bb8999ac3f0a71a9d,SELL,15,251.0,INTRADAY,MARKET,21-12-2022 13:59,cb288f426a1b467799901d0ab77fc319,BUY,15,233.35,INTRADAY,MARKET,264.75,307722.0,7.03,0.87,807722.0,-0.81
3484,NSE_FO:BANKNIFTY22DEC2242600CE [LOCAL],21-12-2022 13:59,2d7b9af52ac14181ba2b6f5e42b8e6c4,SELL,15,330.15,INTRADAY,MARKET,21-12-2022 14:11,a897028a92bd4f69ae2414afbff927ca,BUY,15,380.4,INTRADAY,MARKET,-753.75,306968.25,-15.22,-0.63,806968.25,-0.91
3485,NSE_FO:BANKNIFTY22DEC2243000PE [LOCAL],21-12-2022 14:40,b2b697ec0f4f47fe8e0c39f2fd07e06e,SELL,15,210.4,INTRADAY,MARKET,21-12-2022 14:56,ccf211e733eb4bdb8660c6fb4a1054d5,BUY,15,307.0,INTRADAY,MARKET,-1449.0,305519.25,-45.91,-3.53,805519.25,-1.08
3486,NSE_FO:BANKNIFTY22DEC2242600PE [LOCAL],21-12-2022 13:59,6e06954fbd184a978e5a007da539c21c,SELL,15,333.75,INTRADAY,MARKET,21-12-2022 15:10,2d44b23ddf184ab8ade52826ae3b461c,BUY,15,171.2,INTRADAY,MARKET,2438.25,307957.5,48.7,1.34,807957.5,-0.78
3487,NSE_FO:BANKNIFTY22DEC2243000CE [LOCAL],21-12-2022 14:11,7f2e351f2409468cbc886a16060b9127,SELL,15,175.05,INTRADAY,MARKET,21-12-2022 15:10,b27d872de9e14e5bbd909b7b58cef761,BUY,15,82.9,INTRADAY,MARKET,1382.25,309339.75,52.64,4.11,809339.75,-0.62
3488,NSE_FO:BANKNIFTY22DEC2242800PE [LOCAL],22-12-2022 09:17,8e3f4a8e997d4b3fa0436eae7eee2c68,SELL,15,140.85,INTRADAY,MARKET,22-12-2022 09:28,28b3166b4b6f4306b507edea8f61e570,BUY,15,287.9,INTRADAY,MARKET,-2205.75,307134.0,-104.4,-0.3,807134.0,-0.89
3489,NSE_FO:BANKNIFTY22DEC2242400PE [LOCAL],22-12-2022 09:28,e801436189ab41ea88741814cbcb9120,SELL,15,109.1,INTRADAY,MARKET,22-12-2022 09:43,3495b4e5b8564213b2d594b09ebbf8da,BUY,15,133.7,INTRADAY,MARKET,-369.0,306765.0,-22.55,-1.04,806765.0,-0.93
3490,NSE_FO:BANKNIFTY22DEC2242600CE [LOCAL],22-12-2022 09:39,41a5b5d47bb64646ad9a2d6dcd09c1f2,SELL,15,142.5,INTRADAY,MARKET,22-12-2022 09:43,fb4638ac0dc341a5a0f42bd853a73c3a,BUY,15,161.5,INTRADAY,MARKET,-285.0,306480.0,-13.33,-1.61,806480.0,-0.97
3491,NSE_FO:BANKNIFTY22DEC2242800CE [LOCAL],22-12-2022 09:17,a651e4554d714d518e4e047ae40c7e48,SELL,15,178.7,INTRADAY,MARKET,22-12-2022 09:43,df526cbfea55403e9171ce4f7e3d06f0,BUY,15,84.75,INTRADAY,MARKET,1409.25,307889.25,52.57,1.21,807889.25,-0.79
3492,NSE_FO:BANKNIFTY22DEC2242500CE [LOCAL],22-12-2022 09:43,69254ca512cc44bf84314487ac82d89d,SELL,15,216.35,INTRADAY,MARKET,22-12-2022 09:49,a27c02e049fb49d0bea97e07a87040b8,BUY,15,270.3,INTRADAY,MARKET,-809.25,307080.0,-24.94,-0.41,807080.0,-0.89
3493,NSE_FO:BANKNIFTY22DEC2242400CE [LOCAL],22-12-2022 10:15,5fd6896fad1a468484e3a048aab887a1,SELL,15,193.7,INTRADAY,MARKET,22-12-2022 11:20,7548f1c9e0664aea9fd1aa6f01c824ff,BUY,15,241.0,INTRADAY,MARKET,-709.5,306370.5,-24.42,-1.83,806370.5,-0.98
3494,NSE_FO:BANKNIFTY22DEC2242500PE [LOCAL],22-12-2022 09:43,94079111bf36443fbcb7aa4286803449,SELL,15,170.1,INTRADAY,MARKET,22-12-2022 11:47,67d70113dc704e6d9caa2013c49f7ed0,BUY,15,246.1,INTRADAY,MARKET,-1140.0,305230.5,-44.68,-4.11,805230.5,-1.12
3495,NSE_FO:BANKNIFTY22DEC2242600PE [LOCAL],22-12-2022 13:20,a6dbeb8eeee64399a3b6c58e920f899f,SELL,15,175.4,INTRADAY,MARKET,22-12-2022 13:23,3f1e6ae627994b98be1212eee31af757,BUY,15,229.85,INTRADAY,MARKET,-816.75,304413.75,-31.04,-5.74,804413.75,-1.22
3496,NSE_FO:BANKNIFTY22DEC2242400CE [LOCAL],22-12-2022 11:30,58e3971977ae4afd88a1f550cbbf21a2,SELL,15,145.7,INTRADAY,MARKET,22-12-2022 14:14,ca7636431a334bc08febac71b8dddad0,BUY,15,224.3,INTRADAY,MARKET,-1179.0,303234.75,-53.95,-8.1,803234.75,-1.36
3497,NSE_FO:BANKNIFTY22DEC2242600PE [LOCAL],22-12-2022 13:51,169381638e9e47ad9beb778038f8bcaa,SELL,15,161.25,INTRADAY,MARKET,22-12-2022 14:43,715e27fe459a4fb1bc67b3fd2a4e1693,BUY,15,184.3,INTRADAY,MARKET,-345.75,302889.0,-14.29,-8.79,802889.0,-1.41
3498,NSE_FO:BANKNIFTY22DEC2242300CE [LOCAL],22-12-2022 14:43,be813f07b57447369e5da16a52becba9,SELL,15,152.85,INTRADAY,MARKET,22-12-2022 14:43,822c3b9d28e54cc8927867f689b21deb,BUY,15,152.85,INTRADAY,MARKET,0.0,302889.0,0.0,-8.79,802889.0,-1.41
3499,NSE_FO:BANKNIFTY22DEC2242200PE [LOCAL],22-12-2022 11:47,c9fbd0d7494345f2a3fba94eaa263b8a,SELL,15,100.0,INTRADAY,MARKET,22-12-2022 14:43,5d734756ec84418791b84549e87524a4,BUY,15,12.35,INTRADAY,MARKET,1314.75,304203.75,87.65,-6.16,804203.75,-1.25
3500,NSE_FO:BANKNIFTY22DEC2242800CE [LOCAL],22-12-2022 09:49,a5f3cb8105574365aec80fd6f255ae78,SELL,15,110.3,INTRADAY,MARKET,22-12-2022 14:43,abd611dc9db14ba0b27b02733e2f4647,BUY,15,4.05,INTRADAY,MARKET,1593.75,305797.5,96.33,-2.98,805797.5,-1.05
3501,NSE_FO:BANKNIFTY22DEC2242400PE [LOCAL],22-12-2022 14:43,119f853cdc094a719e7089df7ceda874,SELL,15,50.6,INTRADAY,MARKET,22-12-2022 14:48,e402dc7aed764aad825489eda842c78a,BUY,15,88.6,INTRADAY,MARKET,-570.0,305227.5,-75.1,-4.12,805227.5,-1.12
3502,NSE_FO:BANKNIFTY22DEC2242300PE [LOCAL],22-12-2022 14:48,29444a4723b24b418073e6e7cbb10732,SELL,15,42.6,INTRADAY,MARKET,22-12-2022 15:10,707f8f7eda1e4f0ba0e25a54138ab9f8,BUY,15,0.9,INTRADAY,MARKET,625.5,305853.0,97.89,-2.86,805853.0,-1.04
3503,NSE_FO:BANKNIFTY22DEC2242400CE [LOCAL],22-12-2022 14:43,4b2ac79ad38f4e76b388f33d43425b95,SELL,15,76.95,INTRADAY,MARKET,22-12-2022 15:10,a11a4d78cff547149f071c2219b22667,BUY,15,44.85,INTRADAY,MARKET,481.5,306334.5,41.72,-1.9,806334.5,-0.98
3504,NSE_FO:BANKNIFTY29DEC2242200PE [LOCAL],23-12-2022 09:17,73d26567292e45739b8ceee320772dec,SELL,15,382.45,INTRADAY,MARKET,23-12-2022 11:32,be237ca6fdcb48c8ac0c91557847954d,BUY,15,461.2,INTRADAY,MARKET,-1181.25,305153.25,-20.59,-4.26,805153.25,-1.13
3505,NSE_FO:BANKNIFTY29DEC2241700PE [LOCAL],23-12-2022 11:32,c801265379c2416585d159754e124973,SELL,15,239.15,INTRADAY,MARKET,23-12-2022 15:10,3cb65568be194021a42062deb28e6bdc,BUY,15,341.1,INTRADAY,MARKET,-1529.25,303624.0,-42.63,-7.32,803624.0,-1.32
3506,NSE_FO:BANKNIFTY29DEC2241800CE [LOCAL],23-12-2022 14:16,7ccaacaad9db49fd9751c20d80582471,SELL,15,322.8,INTRADAY,MARKET,23-12-2022 15:10,4a52a77c887e491ab3594088b370886f,BUY,15,272.6,INTRADAY,MARKET,753.0,304377.0,15.55,-5.82,804377.0,-1.22
3507,NSE_FO:BANKNIFTY29DEC2242200CE [LOCAL],23-12-2022 09:17,05c89e8b4f7b4ef39ded19cd38bc77f3,SELL,15,378.0,INTRADAY,MARKET,23-12-2022 15:10,224130c8be7b4ceca05a9ac2827d3010,BUY,15,125.15,INTRADAY,MARKET,3792.75,308169.75,66.89,1.77,808169.75,-0.76
3508,NSE_FO:BANKNIFTY29DEC2241600CE [LOCAL],26-12-2022 09:17,d5210c19d8954721a9038bd7efbf36b0,SELL,15,350.05,INTRADAY,MARKET,26-12-2022 09:21,e5f6775e8d354260ba5e83f5fa97a6c3,BUY,15,470.95,INTRADAY,MARKET,-1813.5,306356.25,-34.54,-1.86,806356.25,-0.98
3509,NSE_FO:BANKNIFTY29DEC2242100CE [LOCAL],26-12-2022 09:21,f9ac2fc802f2412ab5f444d491f0d792,SELL,15,204.25,INTRADAY,MARKET,26-12-2022 11:43,8db2209746f84f799404bffc7127133e,BUY,15,386.65,INTRADAY,MARKET,-2736.0,303620.25,-89.3,-7.33,803620.25,-1.32
3510,NSE_FO:BANKNIFTY29DEC2241600PE [LOCAL],26-12-2022 09:17,4af83d9b8d704724a7c58a3b4392815c,SELL,15,294.9,INTRADAY,MARKET,26-12-2022 14:11,dcabf1dda01541a1831657f84ea12223,BUY,15,62.9,INTRADAY,MARKET,3480.0,307100.25,78.67,-0.37,807100.25,-0.89
3511,NSE_FO:BANKNIFTY29DEC2242500CE [LOCAL],26-12-2022 11:43,9834a230b0a9478db051ae71992716ec,SELL,15,175.45,INTRADAY,MARKET,26-12-2022 14:35,c0c1530526d2481d9dfb2dee74140e82,BUY,15,434.55,INTRADAY,MARKET,-3886.5,303213.75,-147.68,-8.14,803213.75,-1.37
3512,NSE_FO:BANKNIFTY29DEC2242400PE [LOCAL],26-12-2022 14:11,30ffff25079b45a8a8f19d301378b714,SELL,15,238.85,INTRADAY,MARKET,26-12-2022 14:35,349df0946c8d4eb19e73fa58d7cd7e7a,BUY,15,185.75,INTRADAY,MARKET,796.5,304010.25,22.23,-6.55,804010.25,-1.27
3513,NSE_FO:BANKNIFTY29DEC2242900CE [LOCAL],26-12-2022 14:35,66a2391ac1e442b891fdb011bbe459e9,SELL,15,218.9,INTRADAY,MARKET,26-12-2022 14:35,b91112e7df4a42cd9fdf22536c7366ce,BUY,15,218.9,INTRADAY,MARKET,0.0,304010.25,0.0,-6.55,804010.25,-1.27
3514,NSE_FO:BANKNIFTY29DEC2242000PE [LOCAL],26-12-2022 09:38,0e6941a9727246d8b55227d85a3fda56,SELL,15,262.25,INTRADAY,MARKET,26-12-2022 14:35,09a16a1b11174bb6958a2c9268accddc,BUY,15,100.8,INTRADAY,MARKET,2421.75,306432.0,61.56,-1.71,806432.0,-0.97
3515,NSE_FO:BANKNIFTY29DEC2242700PE [LOCAL],26-12-2022 14:35,cd3adea5d090416fb96646896b0af301,SELL,15,299.25,INTRADAY,MARKET,26-12-2022 15:10,4c6b5f1bae444844b5d19339cf076a63,BUY,15,284.45,INTRADAY,MARKET,222.0,306654.0,4.95,-1.26,806654.0,-0.94
3516,NSE_FO:BANKNIFTY29DEC2242700CE [LOCAL],26-12-2022 14:35,2bfc82386c18430e815e464391c0bf87,SELL,15,314.0,INTRADAY,MARKET,26-12-2022 15:10,2073c757e60147dda05b5a1970d2878d,BUY,15,263.0,INTRADAY,MARKET,765.0,307419.0,16.24,0.27,807419.0,-0.85
3517,NSE_FO:BANKNIFTY29DEC2242800PE [LOCAL],27-12-2022 09:17,facdb6b8fefe4ecaabd99b289619e368,SELL,15,263.15,INTRADAY,MARKET,27-12-2022 09:31,fd9c98a283bc40a480ca1fc0dcd425f9,BUY,15,433.35,INTRADAY,MARKET,-2553.0,304866.0,-64.68,-4.84,804866.0,-1.16
3518,NSE_FO:BANKNIFTY29DEC2242300PE [LOCAL],27-12-2022 09:31,4c970f639ad3406e817e5e3de82121fe,SELL,15,203.55,INTRADAY,MARKET,27-12-2022 15:10,d3296b40da1e4c569585f66cfb1e22e1,BUY,15,86.5,INTRADAY,MARKET,1755.75,306621.75,57.5,-1.33,806621.75,-0.95
3519,NSE_FO:BANKNIFTY29DEC2242800CE [LOCAL],27-12-2022 09:17,f0abba625f4b4eaf9e1bacbec8154efe,SELL,15,269.15,INTRADAY,MARKET,27-12-2022 15:10,fce01d9e29134c5e97af317b0661892f,BUY,15,213.85,INTRADAY,MARKET,829.5,307451.25,20.55,0.33,807451.25,-0.85
3520,NSE_FO:BANKNIFTY29DEC2242800CE [LOCAL],28-12-2022 09:17,2b76b024d9874c4583cf54bc406b92f0,SELL,15,255.15,INTRADAY,MARKET,28-12-2022 10:13,81304a4965d848d7b94e8a5794a5b2af,BUY,15,305.15,INTRADAY,MARKET,-750.0,306701.25,-19.6,-1.17,806701.25,-0.94
3521,NSE_FO:BANKNIFTY29DEC2242800PE [LOCAL],28-12-2022 09:17,98611d20307a4fc3b548b3500dbc92e4,SELL,15,216.8,INTRADAY,MARKET,28-12-2022 10:56,1eb358d106344bb89fbf4c5b6edf6ca0,BUY,15,155.6,INTRADAY,MARKET,918.0,307619.25,28.23,0.67,807619.25,-0.83
3522,NSE_FO:BANKNIFTY29DEC2242800CE [LOCAL],28-12-2022 10:27,7e446d13e93349cebf4ecb39bc1e36ab,SELL,15,206.3,INTRADAY,MARKET,28-12-2022 10:56,90ef96e6586042d78f744b7076ac13d8,BUY,15,283.05,INTRADAY,MARKET,-1151.25,306468.0,-37.2,-1.64,806468.0,-0.97
3523,NSE_FO:BANKNIFTY29DEC2243100CE [LOCAL],28-12-2022 10:13,64b96a2858c74116993643dfecab0a20,SELL,15,139.55,INTRADAY,MARKET,28-12-2022 10:56,250655c2a7d34e6ab0c20bda93eb14ef,BUY,15,128.25,INTRADAY,MARKET,169.5,306637.5,8.1,-1.3,806637.5,-0.95
3524,NSE_FO:BANKNIFTY29DEC2242900PE [LOCAL],28-12-2022 10:56,89cf91f83bd34b08ad188fcf2aac1e99,SELL,15,196.0,INTRADAY,MARKET,28-12-2022 15:10,c86c8003618a45d6be784b61c3082a1f,BUY,15,150.45,INTRADAY,MARKET,683.25,307320.75,23.24,0.07,807320.75,-0.86
3525,NSE_FO:BANKNIFTY29DEC2242900CE [LOCAL],28-12-2022 10:56,174bc7d8af0a4445ba1c7bddecc57222,SELL,15,223.1,INTRADAY,MARKET,28-12-2022 15:10,6f422594b93a4ed0bed18db544d88ae0,BUY,15,187.7,INTRADAY,MARKET,531.0,307851.75,15.87,1.13,807851.75,-0.8
