,INST,EN_TIME,EN_ID,EN_TT,EN_Q,EN_PRICE,EN_CODE,EN_VAR,EX_TIME,EX_ID,EX_TT,EX_Q,EX_PRICE,EX_CODE,EX_VAR,P&L,ROI,P&L %,ROI %,Equity Curve,Drawdown %
407,NSE_FO:BANKNIFTY15OCT2023700CE [LOCAL],15-10-2020 09:17,cb47d3820ba74c35a8d4883ad4ede11f,SELL,15,158.05,INTRADAY,MARKET,15-10-2020 09:38,d9f564aa896d47e49771ba0cb9373407,BUY,15,172.6,INTRADAY,MARKET,-218.25,34436.25,-9.21,67.1,534436.25,-0.17
408,NSE_FO:BANKNIFTY15OCT2023900CE [LOCAL],15-10-2020 09:38,d642e84eb9784e92a69a8a5a767992b4,SELL,15,79.1,INTRADAY,MARKET,15-10-2020 09:50,5a54c1f93272497d911876bdfb093c3b,BUY,15,244.05,INTRADAY,MARKET,-2474.25,31962.0,-208.53,62.16,531962.0,-0.63
409,NSE_FO:BANKNIFTY15OCT2023900PE [LOCAL],15-10-2020 09:41,d5c0a20d65c34c879871755d34c22ec8,SELL,15,141.15,INTRADAY,MARKET,15-10-2020 10:31,698dcfe3ef4a4ba498fc7a9630fd8404,BUY,15,144.3,INTRADAY,MARKET,-47.25,31914.75,-2.23,62.06,531914.75,-0.64
410,NSE_FO:BANKNIFTY15OCT2024300CE [LOCAL],15-10-2020 09:50,a960e8562887489dba6c9937dbaad643,SELL,15,62.4,INTRADAY,MARKET,15-10-2020 10:31,c0b42c98ad9947ffbe0dbaa029140c7a,BUY,15,13.0,INTRADAY,MARKET,741.0,32655.75,79.17,65.31,532655.75,-0.5
411,NSE_FO:BANKNIFTY15OCT2023800CE [LOCAL],15-10-2020 10:31,f416e57b21ee476fa82c0378a5f12ccb,SELL,15,132.3,INTRADAY,MARKET,15-10-2020 10:31,a44b20c0eba64048931efa23eedbbc6b,BUY,15,132.3,INTRADAY,MARKET,0.0,32655.75,0.0,62.06,532655.75,-0.5
412,NSE_FO:BANKNIFTY15OCT2023800PE [LOCAL],15-10-2020 10:31,a439f7ee0dec4dee890e8fd6c7ab1a66,SELL,15,94.15,INTRADAY,MARKET,15-10-2020 13:27,588b6e2ea9614e519bb76d885fc00d0b,BUY,15,193.45,INTRADAY,MARKET,-1489.5,31166.25,-105.47,61.69,531166.25,-0.78
413,NSE_FO:BANKNIFTY15OCT2023800CE [LOCAL],15-10-2020 10:31,f4f2818a23364f7da29c8f4b35763a73,SELL,15,132.3,INTRADAY,MARKET,15-10-2020 10:33,f3fb20712a024c76b0756c359a3d1803,BUY,15,153.85,INTRADAY,MARKET,-323.25,30843.0,-16.29,64.66,530843.0,-0.84
414,NSE_FO:BANKNIFTY15OCT2024000CE [LOCAL],15-10-2020 10:33,1b4c8947acfa43d8ac31d72a9727d9ca,SELL,15,63.55,INTRADAY,MARKET,15-10-2020 13:45,6212e24c3cda40ce95b589c5c3663981,BUY,15,6.55,INTRADAY,MARKET,855.0,31698.0,89.69,63.4,531698.0,-0.68
415,NSE_FO:BANKNIFTY15OCT2023700CE [LOCAL],15-10-2020 13:04,587c8080c126496b987d33a6c5a8071c,SELL,15,142.7,INTRADAY,MARKET,15-10-2020 13:50,056974ba1e51454daba20fedf373850f,BUY,15,22.8,INTRADAY,MARKET,1798.5,33496.5,84.02,65.64,533496.5,-0.35
416,NSE_FO:BANKNIFTY15OCT2023600PE [LOCAL],15-10-2020 13:27,6d6c54b5135142e18362b0a5e48166cf,SELL,15,64.75,INTRADAY,MARKET,15-10-2020 13:46,59da06ce09de4f7e9ecddf202d94c93e,BUY,15,109.85,INTRADAY,MARKET,-676.5,32820.0,-69.65,62.04,532820.0,-0.47
417,NSE_FO:BANKNIFTY15OCT2023600CE [LOCAL],15-10-2020 13:45,72d04d39895a4d7ea2de285ed1aafb34,SELL,15,66.15,INTRADAY,MARKET,15-10-2020 14:11,7290212d62c24bf397762b09beb61ac8,BUY,15,15.25,INTRADAY,MARKET,763.5,33583.5,76.95,65.41,533583.5,-0.33
418,NSE_FO:BANKNIFTY15OCT2023500PE [LOCAL],15-10-2020 13:46,e028cb8018dc4ea8b0cd039a97ee043d,SELL,15,60.0,INTRADAY,MARKET,15-10-2020 14:08,d8280023736849999755218fb5ebbdec,BUY,15,118.7,INTRADAY,MARKET,-880.5,32703.0,-97.83,63.88,532703.0,-0.49
419,NSE_FO:BANKNIFTY15OCT2023500CE [LOCAL],15-10-2020 13:50,c023ad2ffb3e4728928751db2497236e,SELL,15,71.4,INTRADAY,MARKET,15-10-2020 15:07,67e56edb99d84d18be3f114d859eaf24,BUY,15,0.55,INTRADAY,MARKET,1062.75,33765.75,99.23,65.21,533765.75,-0.3
420,NSE_FO:BANKNIFTY15OCT2023300PE [LOCAL],15-10-2020 14:08,4aac0023b25240cd8e9c454ad20c8ff3,SELL,15,36.55,INTRADAY,MARKET,15-10-2020 14:15,37721463874a4fb7b4b6324e25f1c348,BUY,15,103.85,INTRADAY,MARKET,-1009.5,32756.25,-184.13,63.39,532756.25,-0.48
421,NSE_FO:BANKNIFTY15OCT2023400CE [LOCAL],15-10-2020 14:11,35c656b23f5d4f4f8752b224d01ae43f,SELL,15,62.25,INTRADAY,MARKET,15-10-2020 15:10,19b7d92883bb4d11b0118e2ac971137b,BUY,15,0.4,INTRADAY,MARKET,927.75,33684.0,99.36,66.06,533684.0,-0.31
422,NSE_FO:BANKNIFTY15OCT2023200PE [LOCAL],15-10-2020 14:15,4a3163f8a2a84267b61fd32e01260b25,SELL,15,57.25,INTRADAY,MARKET,15-10-2020 15:08,4da3f43731ad4a77af41fc4c88b859d9,BUY,15,89.2,INTRADAY,MARKET,-479.25,33204.75,-55.81,64.25,533204.75,-0.4
423,NSE_FO:BANKNIFTY15OCT2023300PE [LOCAL],15-10-2020 14:18,294a6625fb734630bdd7a844f0a43335,SELL,15,48.9,INTRADAY,MARKET,15-10-2020 14:34,cf453aac23784e989a8f5d1f6cb69968,BUY,15,59.1,INTRADAY,MARKET,-153.0,33051.75,-20.86,63.08,533051.75,-0.43
424,NSE_FO:BANKNIFTY15OCT2023100CE [LOCAL],15-10-2020 15:07,06031e0314a54255be199b15eef48291,SELL,15,43.6,INTRADAY,MARKET,15-10-2020 15:09,f79a81822bdc4a08b44c3c21a055c610,BUY,15,37.35,INTRADAY,MARKET,93.75,33145.5,14.33,64.44,533145.5,-0.41
425,NSE_FO:BANKNIFTY15OCT2023100PE [LOCAL],15-10-2020 15:08,39c6eec99ea744f8a614dd136d7f4d91,SELL,15,16.15,INTRADAY,MARKET,15-10-2020 15:10,d91259bcbb654d8f9bd906150da94b20,BUY,15,24.0,INTRADAY,MARKET,-117.75,33027.75,-48.61,64.2,533027.75,-0.43
426,NSE_FO:BANKNIFTY15OCT2023100CE [LOCAL],15-10-2020 15:10,71fd7a43e33949d58bbaf992a539460f,SELL,15,13.25,INTRADAY,MARKET,15-10-2020 15:10,e2cdd3b89f6c48be9853afd4f1fc54aa,BUY,15,13.25,INTRADAY,MARKET,0.0,33027.75,0.0,64.2,533027.75,-0.43
427,NSE_FO:BANKNIFTY22OCT2023300PE [LOCAL],16-10-2020 09:17,099f91fe16c54d209aaf6dc3834cf1ed,SELL,15,425.0,INTRADAY,MARKET,16-10-2020 15:10,0af40445288e4df28a36d488551032f5,BUY,15,282.75,INTRADAY,MARKET,2133.75,35161.5,33.47,65.08,535161.5,-0.04
428,NSE_FO:BANKNIFTY22OCT2023300CE [LOCAL],16-10-2020 09:17,878c4bcd22974723abc3d7bd1189da5c,SELL,15,433.65,INTRADAY,MARKET,16-10-2020 12:44,cff75924e4f94a06bade7b6ee00953ab,BUY,15,608.4,INTRADAY,MARKET,-2621.25,32540.25,-40.3,60.81,532540.25,-0.52
429,NSE_FO:BANKNIFTY22OCT2023800CE [LOCAL],16-10-2020 12:44,c059eaa36e6945849ba16256f72a98a7,SELL,15,333.2,INTRADAY,MARKET,16-10-2020 15:10,ea9d86affab740178c0c8935e1346c9d,BUY,15,307.6,INTRADAY,MARKET,384.0,32924.25,7.68,65.85,532924.25,-0.45
430,NSE_FO:BANKNIFTY22OCT2023800PE [LOCAL],19-10-2020 09:17,d5b9698ce4af43b08bf2bdb8524d973b,SELL,15,362.5,INTRADAY,MARKET,19-10-2020 15:10,0ba6f5385fed479a910b7598609ddc4e,BUY,15,148.55,INTRADAY,MARKET,3209.25,36133.5,59.02,65.35,536133.5,0.0
431,NSE_FO:BANKNIFTY22OCT2023800CE [LOCAL],19-10-2020 09:17,755d38db828a4d9eb21aa08817930ce2,SELL,15,375.1,INTRADAY,MARKET,19-10-2020 09:55,9fe113dfb4814273b463cda20dfe627b,BUY,15,514.95,INTRADAY,MARKET,-2097.75,34035.75,-37.28,61.65,534035.75,-0.39
432,NSE_FO:BANKNIFTY22OCT2024300CE [LOCAL],19-10-2020 09:55,b5efd7c020664db58cdb6f6f411b7e23,SELL,15,255.4,INTRADAY,MARKET,19-10-2020 15:10,d923b606aecf46869d128920a741375d,BUY,15,350.45,INTRADAY,MARKET,-1425.75,32610.0,-37.22,58.94,532610.0,-0.66
433,NSE_FO:BANKNIFTY22OCT2024400PE [LOCAL],19-10-2020 14:35,60e0465a4ff649929b75a790e6a22318,SELL,15,376.05,INTRADAY,MARKET,19-10-2020 15:10,2042e1a5a85b41e3b0ef7f2ac982d1e9,BUY,15,371.55,INTRADAY,MARKET,67.5,32677.5,1.2,61.79,532677.5,-0.64
434,NSE_FO:BANKNIFTY22OCT2024100PE [LOCAL],20-10-2020 09:17,397f19e136bf4ee1a4341906ecf9c39e,SELL,15,332.95,INTRADAY,MARKET,20-10-2020 15:10,c4e1d147f7b341e0a0d308f272284c4b,BUY,15,210.2,INTRADAY,MARKET,1841.25,34518.75,36.87,65.64,534518.75,-0.3
435,NSE_FO:BANKNIFTY22OCT2024100CE [LOCAL],20-10-2020 09:17,614db815b36d45b18e245d930d9da3ec,SELL,15,333.6,INTRADAY,MARKET,20-10-2020 11:11,af96b8b9371f430c90087295adac74f8,BUY,15,446.8,INTRADAY,MARKET,-1698.0,32820.75,-33.93,61.96,532820.75,-0.62
436,NSE_FO:BANKNIFTY22OCT2024600CE [LOCAL],20-10-2020 11:11,a208a7609f4b4d199e8ce41f6790e105,SELL,15,192.3,INTRADAY,MARKET,20-10-2020 15:10,222d126656f3423b879b7353d6f777e0,BUY,15,182.65,INTRADAY,MARKET,144.75,32965.5,5.02,65.93,532965.5,-0.59
437,NSE_FO:BANKNIFTY22OCT2024600PE [LOCAL],21-10-2020 09:17,478c87ebfdd044bcb2a60bde92884208,SELL,15,278.7,INTRADAY,MARKET,21-10-2020 13:36,31abbc9bbd714fb4a3228ffc839f4477,BUY,15,422.3,INTRADAY,MARKET,-2154.0,30811.5,-51.52,58.57,530811.5,-0.99
438,NSE_FO:BANKNIFTY22OCT2024600CE [LOCAL],21-10-2020 09:17,d2e596987b6c4f61939dbcf0cc072a58,SELL,15,238.9,INTRADAY,MARKET,21-10-2020 10:10,624f8359e7874907b2108cc7e7539aaa,BUY,15,340.8,INTRADAY,MARKET,-1528.5,29283.0,-42.65,62.87,529283.0,-1.28
439,NSE_FO:BANKNIFTY22OCT2024900CE [LOCAL],21-10-2020 10:10,34b504d5d8ed4f9fb3975c36c948275d,SELL,15,178.3,INTRADAY,MARKET,21-10-2020 14:17,3cefdd2ef0ba4f58910730caeb02d714,BUY,15,24.9,INTRADAY,MARKET,2301.0,31584.0,86.03,63.17,531584.0,-0.85
440,NSE_FO:BANKNIFTY22OCT2024400CE [LOCAL],21-10-2020 13:24,c9d28bd487a64ba78aa03ed7733b11e9,SELL,15,270.15,INTRADAY,MARKET,21-10-2020 14:33,251f4b2310ba43ee82044694abc98e06,BUY,15,192.35,INTRADAY,MARKET,1167.0,32751.0,28.8,62.8,532751.0,-0.63
441,NSE_FO:BANKNIFTY22OCT2024100PE [LOCAL],21-10-2020 13:36,c54f80f99d3e49289bfe3f3100911a93,SELL,15,174.0,INTRADAY,MARKET,21-10-2020 14:33,df13d45c47624adb98da0a4ca4466240,BUY,15,131.95,INTRADAY,MARKET,630.75,33381.75,24.17,60.47,533381.75,-0.51
442,NSE_FO:BANKNIFTY22OCT2024100CE [LOCAL],21-10-2020 14:17,6fcd769dd8ca4f93a5da2ab69f699d99,SELL,15,237.0,INTRADAY,MARKET,21-10-2020 14:33,42839ef3590c4c5093aefceb78a07dcc,BUY,15,369.15,INTRADAY,MARKET,-1982.25,31399.5,-55.76,59.2,531399.5,-0.88
443,NSE_FO:BANKNIFTY22OCT2024300PE [LOCAL],21-10-2020 14:33,1b459da6a4a24fea89bd60dbf2a6378e,SELL,15,206.4,INTRADAY,MARKET,21-10-2020 15:10,3579fc6dfdb948348a6095865ee4ac5f,BUY,15,73.3,INTRADAY,MARKET,1996.5,33396.0,64.49,63.53,533396.0,-0.51
444,NSE_FO:BANKNIFTY22OCT2024300CE [LOCAL],21-10-2020 14:33,bae0159e8b9649a9936012b6cc063bac,SELL,15,244.6,INTRADAY,MARKET,21-10-2020 14:51,557368e6b08e4322b4ca11a3b63d76cb,BUY,15,327.05,INTRADAY,MARKET,-1236.75,32159.25,-33.71,60.33,532159.25,-0.74
445,NSE_FO:BANKNIFTY22OCT2024700CE [LOCAL],21-10-2020 14:51,ca34ae476e1d4bcea5f3b6096ef8ff83,SELL,15,123.35,INTRADAY,MARKET,21-10-2020 15:10,44094db8c6464fb896b124a1de53ffe6,BUY,15,149.65,INTRADAY,MARKET,-394.5,31764.75,-21.32,59.54,531764.75,-0.81
446,NSE_FO:BANKNIFTY22OCT2024500PE [LOCAL],21-10-2020 15:10,04b8e4c861154e42a02d34642f29ec7e,SELL,15,131.7,INTRADAY,MARKET,21-10-2020 15:10,71f42379e34841c887f9535555e41fe9,BUY,15,131.7,INTRADAY,MARKET,0.0,31764.75,0.0,60.33,531764.75,-0.81
447,NSE_FO:BANKNIFTY22OCT2024500PE [LOCAL],22-10-2020 09:17,d7eca8cd20b84c65b0921fdcc1882dfa,SELL,15,173.3,INTRADAY,MARKET,22-10-2020 14:38,d4d0d1594d7443eb8fa426db06e09ce9,BUY,15,196.2,INTRADAY,MARKET,-343.5,31421.25,-13.21,57.74,531421.25,-0.88
448,NSE_FO:BANKNIFTY22OCT2024500CE [LOCAL],22-10-2020 09:17,4b333795697f44abbe3fe964b528ff0b,SELL,15,221.75,INTRADAY,MARKET,22-10-2020 09:18,61bc8a0725be4702aa0ceab057825927,BUY,15,285.65,INTRADAY,MARKET,-958.5,30462.75,-28.82,61.61,530462.75,-1.06
449,NSE_FO:BANKNIFTY22OCT2024800CE [LOCAL],22-10-2020 09:18,ec76e03ff59b48f2b7bf670a2fb1cbd6,SELL,15,130.15,INTRADAY,MARKET,22-10-2020 14:38,5705d64c9fbd4319bb66e10bab8b5e35,BUY,15,1.85,INTRADAY,MARKET,1924.5,32387.25,98.58,61.59,532387.25,-0.7
450,NSE_FO:BANKNIFTY22OCT2024500CE [LOCAL],22-10-2020 09:26,fc4be89c677b411a8483bc12be37e636,SELL,15,201.75,INTRADAY,MARKET,22-10-2020 11:01,ccd22d154613409aad2db04c3d622019,BUY,15,246.45,INTRADAY,MARKET,-670.5,31716.75,-22.16,60.27,531716.75,-0.82
451,NSE_FO:BANKNIFTY22OCT2024400CE [LOCAL],22-10-2020 12:26,8399885dbe174f9e938e919c13a9c509,SELL,15,174.25,INTRADAY,MARKET,22-10-2020 13:08,93d2c6e688314442a7e2d9e649a5d620,BUY,15,235.75,INTRADAY,MARKET,-922.5,30794.25,-35.29,58.43,530794.25,-1.0
452,NSE_FO:BANKNIFTY22OCT2024200CE [LOCAL],22-10-2020 14:38,6f742f5170904d3cbd73c65482bc49cf,SELL,15,164.5,INTRADAY,MARKET,22-10-2020 14:38,19a944c0894d4e83882f3e987fd16689,BUY,15,164.5,INTRADAY,MARKET,0.0,30794.25,0.0,57.74,530794.25,-1.0
453,NSE_FO:BANKNIFTY22OCT2024300PE [LOCAL],22-10-2020 14:38,722d5e88e2cb4901879bc9c4e5c9b470,SELL,15,71.25,INTRADAY,MARKET,22-10-2020 15:10,85f15bab474a478785b3abe223065ec3,BUY,15,0.65,INTRADAY,MARKET,1059.0,31853.25,99.09,63.48,531853.25,-0.8
454,NSE_FO:BANKNIFTY22OCT2024300CE [LOCAL],22-10-2020 14:38,5280cef6dc7b447b8fd0b59bcb0509e2,SELL,15,96.9,INTRADAY,MARKET,22-10-2020 14:47,705cc835043744a982c705f305c48975,BUY,15,102.4,INTRADAY,MARKET,-82.5,31770.75,-5.68,61.42,531770.75,-0.81
455,NSE_FO:BANKNIFTY22OCT2024400CE [LOCAL],22-10-2020 14:47,d7b5872cb3d841f3b2c777a1af744012,SELL,15,44.25,INTRADAY,MARKET,22-10-2020 15:02,b1d2a2ea8ca7400884f45a03681136c3,BUY,15,97.1,INTRADAY,MARKET,-792.75,30978.0,-119.44,59.4,530978.0,-0.96
456,NSE_FO:BANKNIFTY22OCT2024500PE [LOCAL],22-10-2020 14:50,6e9a0da166074f6ea64729804aeb92c6,SELL,15,98.6,INTRADAY,MARKET,22-10-2020 14:54,23215a0d0033482a8f133afae9a7e773,BUY,15,113.2,INTRADAY,MARKET,-219.0,30759.0,-14.81,60.99,530759.0,-1.0
457,NSE_FO:BANKNIFTY22OCT2024500PE [LOCAL],22-10-2020 14:55,6de04888aae2469eb467f90be95f6cd1,SELL,15,91.8,INTRADAY,MARKET,22-10-2020 15:10,d80d867300a444d597dd48f34292e413,BUY,15,47.55,INTRADAY,MARKET,663.75,31422.75,48.2,60.73,531422.75,-0.88
458,NSE_FO:BANKNIFTY22OCT2024500CE [LOCAL],22-10-2020 15:02,942ca9e8fb1d415ab8e8cdca5cb45ef9,SELL,15,27.5,INTRADAY,MARKET,22-10-2020 15:10,8e45b8ee74ee4e259bc8e6ec13fbde6e,BUY,15,6.35,INTRADAY,MARKET,317.25,31740.0,76.91,61.36,531740.0,-0.82
459,NSE_FO:BANKNIFTY29OCT2024800PE [LOCAL],23-10-2020 09:17,329018bfd08b47ef8b5d8c8f8c47c182,SELL,15,472.0,INTRADAY,MARKET,23-10-2020 10:55,fb0bf815533f4c5480faaa2ad39c4669,BUY,15,611.0,INTRADAY,MARKET,-2085.0,29655.0,-29.45,59.31,529655.0,-1.21
460,NSE_FO:BANKNIFTY29OCT2024800CE [LOCAL],23-10-2020 09:17,ce5acaa2b16a4c00aeb9004ffab834fa,SELL,15,434.25,INTRADAY,MARKET,23-10-2020 15:10,ff9473e49d6c4f568f9dde3013572a46,BUY,15,299.15,INTRADAY,MARKET,2026.5,31681.5,31.11,64.93,531681.5,-0.83
461,NSE_FO:BANKNIFTY29OCT2024300PE [LOCAL],23-10-2020 10:55,ec48a5e018184e1b91e882d0edd1dabb,SELL,15,342.1,INTRADAY,MARKET,23-10-2020 15:10,9fa0bf9d424b446c901b44ef82ebfec8,BUY,15,290.0,INTRADAY,MARKET,781.5,32463.0,15.23,60.87,532463.0,-0.68
462,NSE_FO:BANKNIFTY29OCT2024400PE [LOCAL],26-10-2020 09:17,eb62babdfd8143dd8dd03ae5dd16a5c7,SELL,15,403.0,INTRADAY,MARKET,26-10-2020 12:38,87b041bb4b404728b1a66ea26de9a81a,BUY,15,533.5,INTRADAY,MARKET,-1957.5,30505.5,-32.38,61.01,530505.5,-1.05
463,NSE_FO:BANKNIFTY29OCT2024400CE [LOCAL],26-10-2020 09:17,b54efec9ef6349aa84e3f90f62df75aa,SELL,15,422.3,INTRADAY,MARKET,26-10-2020 14:08,2c8fad05f08b472abc933f8fa1fe27ce,BUY,15,202.15,INTRADAY,MARKET,3302.25,33807.75,52.13,64.22,533807.75,-0.43
464,NSE_FO:BANKNIFTY29OCT2023900PE [LOCAL],26-10-2020 12:38,0ea14729da6f4567bab4ac18165f4aaf,SELL,15,275.55,INTRADAY,MARKET,26-10-2020 14:08,3f84a0db8bec4cb3bb86cce6097fdcbf,BUY,15,357.55,INTRADAY,MARKET,-1230.0,32577.75,-29.76,58.55,532577.75,-0.66
465,NSE_FO:BANKNIFTY29OCT2023900CE [LOCAL],26-10-2020 14:03,36a96fb635354f168f6c2db7c204afcc,SELL,15,372.75,INTRADAY,MARKET,26-10-2020 14:08,5191f061354d4816bd41af0e514db3e4,BUY,15,403.9,INTRADAY,MARKET,-467.25,32110.5,-8.36,57.62,532110.5,-0.75
466,NSE_FO:BANKNIFTY29OCT2023900PE [LOCAL],26-10-2020 14:08,79edd66075c048288acc1bee8ddc0744,SELL,15,357.55,INTRADAY,MARKET,26-10-2020 15:10,83265b720e704e4d895e286bc0fdcae2,BUY,15,290.4,INTRADAY,MARKET,1007.25,33117.75,18.78,66.24,533117.75,-0.56
467,NSE_FO:BANKNIFTY29OCT2023900CE [LOCAL],26-10-2020 14:08,b60b46bb5daa438596271100244b1c83,SELL,15,403.9,INTRADAY,MARKET,26-10-2020 15:10,f4053aa5d8bd41b5828b691bcb595d32,BUY,15,462.0,INTRADAY,MARKET,-871.5,32246.25,-14.38,64.49,532246.25,-0.73
468,NSE_FO:BANKNIFTY29OCT2024000PE [LOCAL],27-10-2020 09:17,e3c38b2326584bbda716869c9a226f2c,SELL,15,344.5,INTRADAY,MARKET,27-10-2020 15:10,4e4a5f98992e4c34b1962f42aa6880b7,BUY,15,79.65,INTRADAY,MARKET,3972.75,36219.0,76.88,65.95,536219.0,0.0
469,NSE_FO:BANKNIFTY29OCT2024000CE [LOCAL],27-10-2020 09:17,7bc872039ed04494a59873b0007648cc,SELL,15,355.0,INTRADAY,MARKET,27-10-2020 09:46,0b27964f9cef42e2bd0d510d391e7845,BUY,15,520.6,INTRADAY,MARKET,-2484.0,33735.0,-46.65,59.52,533735.0,-0.46
470,NSE_FO:BANKNIFTY29OCT2024500CE [LOCAL],27-10-2020 09:46,82ec15d730d945f697e8e6908f6c2093,SELL,15,247.65,INTRADAY,MARKET,27-10-2020 14:19,b49f74faa6ba440dae2d57a2547e7b6b,BUY,15,398.3,INTRADAY,MARKET,-2259.75,31475.25,-60.83,55.01,531475.25,-0.88
471,NSE_FO:BANKNIFTY29OCT2024400PE [LOCAL],27-10-2020 11:55,cf424c741aca4c9fb20fcab8fae87199,SELL,15,280.4,INTRADAY,MARKET,27-10-2020 15:10,a17480cc17a74233ba7181dfbd87ee47,BUY,15,157.0,INTRADAY,MARKET,1851.0,33326.25,44.01,58.71,533326.25,-0.54
472,NSE_FO:BANKNIFTY29OCT2024900CE [LOCAL],27-10-2020 14:19,e9ae9d9316254fdfa0b60450095fdfe1,SELL,15,194.55,INTRADAY,MARKET,27-10-2020 15:10,9f7cf09e41aa4a5f96abb8a20a8472ef,BUY,15,217.8,INTRADAY,MARKET,-348.75,32977.5,-11.95,58.01,532977.5,-0.6
473,NSE_FO:BANKNIFTY29OCT2024600PE [LOCAL],28-10-2020 09:17,5ff1164abced43699387802db28da929,SELL,15,302.0,INTRADAY,MARKET,28-10-2020 10:46,e2ae9797db834397bdf696df44b14480,BUY,15,395.0,INTRADAY,MARKET,-1395.0,31582.5,-30.79,63.17,531582.5,-0.86
474,NSE_FO:BANKNIFTY29OCT2024600CE [LOCAL],28-10-2020 09:17,56f3abfe6ad146208d96982fbabd4560,SELL,15,276.2,INTRADAY,MARKET,28-10-2020 15:10,f74ea400696948d080a2a3486673e1f4,BUY,15,71.95,INTRADAY,MARKET,3063.75,34646.25,73.95,69.56,534646.25,-0.29
475,NSE_FO:BANKNIFTY29OCT2024100PE [LOCAL],28-10-2020 10:46,e3f94459f27a4467987685b5684b6190,SELL,15,158.9,INTRADAY,MARKET,28-10-2020 15:10,dafce26d0ef443db827ec6fcf1ea4149,BUY,15,180.0,INTRADAY,MARKET,-316.5,34329.75,-13.28,62.53,534329.75,-0.35
476,NSE_FO:BANKNIFTY29OCT2024200CE [LOCAL],28-10-2020 12:49,47cb048ccf49468b9b5ab967caf24637,SELL,15,242.7,INTRADAY,MARKET,28-10-2020 15:10,f4ccc7304ade4b23bb13b491384acee7,BUY,15,212.55,INTRADAY,MARKET,452.25,34782.0,12.42,63.44,534782.0,-0.27
477,NSE_FO:BANKNIFTY29OCT2024000PE [LOCAL],29-10-2020 09:17,485770f24a0c4eda93db51772b101308,SELL,15,221.5,INTRADAY,MARKET,29-10-2020 13:15,272a4e192fc04ed0b7710277ad1e5e08,BUY,15,183.3,INTRADAY,MARKET,573.0,35355.0,17.25,67.52,535355.0,-0.16
478,NSE_FO:BANKNIFTY29OCT2024000CE [LOCAL],29-10-2020 09:17,ccdc4d0bf580432a9726986660090ac4,SELL,15,191.8,INTRADAY,MARKET,29-10-2020 09:42,27a0f6c37cd445f7839526f488971582,BUY,15,262.7,INTRADAY,MARKET,-1063.5,34291.5,-36.97,67.44,534291.5,-0.36
479,NSE_FO:BANKNIFTY29OCT2024300CE [LOCAL],29-10-2020 09:42,5e17ff71fd3248c99781b31f6824b58e,SELL,15,104.25,INTRADAY,MARKET,29-10-2020 13:15,f810c15bd34e40b3a86922636f4dec4c,BUY,15,9.3,INTRADAY,MARKET,1424.25,35715.75,91.08,70.37,535715.75,-0.09
480,NSE_FO:BANKNIFTY29OCT2024200PE [LOCAL],29-10-2020 11:55,bdea9f69faa74f51ba33594ff3f81ffd,SELL,15,116.6,INTRADAY,MARKET,29-10-2020 12:36,b78e53871f3247658a6ec64584969ffb,BUY,15,151.95,INTRADAY,MARKET,-530.25,35185.5,-30.32,66.38,535185.5,-0.19
481,NSE_FO:BANKNIFTY29OCT2023900PE [LOCAL],29-10-2020 13:15,525872c50f7046b4a29a0d48143a71ac,SELL,15,125.0,INTRADAY,MARKET,29-10-2020 14:57,4587efa55d3945c584e87813376cbfd2,BUY,15,5.6,INTRADAY,MARKET,1791.0,36976.5,95.52,66.71,536976.5,0.0
482,NSE_FO:BANKNIFTY29OCT2023900CE [LOCAL],29-10-2020 13:15,40fef61cf29c4e3db9239cd6feac9e18,SELL,15,96.1,INTRADAY,MARKET,29-10-2020 13:31,2d51b32281184fb294d6f900441d1eed,BUY,15,143.45,INTRADAY,MARKET,-710.25,36266.25,-49.27,68.95,536266.25,-0.13
483,NSE_FO:BANKNIFTY29OCT2024000CE [LOCAL],29-10-2020 13:31,82d5605dd33549f58df5c87c3611fc3f,SELL,15,85.7,INTRADAY,MARKET,29-10-2020 14:57,2a0900e31d6c4d0e9c572165ad01f1ae,BUY,15,64.05,INTRADAY,MARKET,324.75,36591.0,25.26,67.36,536591.0,-0.07
484,NSE_FO:BANKNIFTY29OCT2024100PE [LOCAL],29-10-2020 13:32,674e4bf668ab444283d8fa1f838f1c89,SELL,15,132.25,INTRADAY,MARKET,29-10-2020 13:40,09fcdb3609354eb6bf780e8a03a4e78f,BUY,15,175.6,INTRADAY,MARKET,-650.25,35940.75,-32.78,67.65,535940.75,-0.19
485,NSE_FO:BANKNIFTY29OCT2023800CE [LOCAL],29-10-2020 13:48,8ade33ac3f234c119ce6bb2eeee0d7c5,SELL,15,116.4,INTRADAY,MARKET,29-10-2020 13:53,4833293431aa4cdb8396de448cd4cb78,BUY,15,167.05,INTRADAY,MARKET,-759.75,35181.0,-43.51,66.13,535181.0,-0.33
486,NSE_FO:BANKNIFTY29OCT2024100PE [LOCAL],29-10-2020 14:14,53ad9a3160ef4e59abdd5bca059fbd9c,SELL,15,117.6,INTRADAY,MARKET,29-10-2020 14:16,9484d7c1628c4928b94af9eb48240b6c,BUY,15,159.55,INTRADAY,MARKET,-629.25,34551.75,-35.67,64.87,534551.75,-0.45
